,target setting steps,baseline steps,global step,total duration (s),total eval time (s),total logging & checkpointing_time (s),total submission time (s),submission time till eval 2 (s),num steps till eval 2,submission time since eval 2 (s),num steps since eval 2,equilibrium step time (s),projected max submission time (s)
fastmri_adamw,27142.0,36189.333333333336,2714.0,1187.7727026939392,295.2465674877167,4.9891676902771,885.9392790794373,213.0801079273224,307.0,672.8591711521149,2407.0,0.27954265523561067,10243.722843976584
imagenet_resnet_adamw,140000.0,186666.66666666666,14000.0,6599.160719633102,1347.0776262283325,7.440611124038696,5236.337668418884,650.2448179721832,1396.0,4586.092850446701,12604.0,0.3638601119046891,68062.85032396186
ogbg_adamw,60000.0,80000.0,6000.0,2807.1048669815063,789.3381910324097,5.213672637939453,2010.6181144714355,245.11628651618958,726.0,1765.501827955246,5274.0,0.33475575046553774,26782.54364892123
wmt_adamw,100000.0,133333.33333333334,10000.0,7750.112265825272,3552.915351867676,4.195118188858032,4188.988482713699,899.8910636901855,2032.0,3289.097419023514,7968.0,0.41278833070074217,55099.54926913857
