,target setting steps,baseline steps,global step,total duration (s),total eval time (s),total logging & checkpointing_time (s),total submission time (s),submission time till eval 2 (s),num steps till eval 2,submission time since eval 2 (s),num steps since eval 2,equilibrium step time (s),projected max submission time (s)
fastmri_adamw,27142.0,36189.333333333336,2714.0,1099.4015855789185,279.01687264442444,2.051671266555786,816.7901341915131,132.3388864994049,305.0,684.4512476921082,2409.0,0.2841225602706966,10327.887546773172
imagenet_resnet_adamw,140000.0,186666.66666666666,14000.0,6137.632894515991,1206.3204634189606,4.530287027359009,4915.284462451935,569.8282465934753,1432.0,4345.4562158584595,12568.0,0.34575558687607094,64615.74912972018
imagenet_vit_adamw,140000.0,186666.66666666666,14000.0,7129.848378419876,1544.8125689029694,8.761152029037476,5564.438801527023,484.9739508628845,1042.0,5079.464850664139,12958.0,0.39199450923476914,73248.82406273049
librispeech_deepspeech_adamw,60000.0,80000.0,8000.0,7347.843254804611,131.46898698806763,0.5506348609924316,7212.253179073334,2433.744001150131,2661.0,4778.5091779232025,5339.0,0.8950195126284327,71653.65808832049
ogbg_adamw,60000.0,80000.0,6000.0,2760.706246614456,797.9698567390442,1.4906039237976074,1959.4575140476227,245.17618989944458,742.0,1714.281324148178,5258.0,0.32603296389276876,26085.89684211251
wmt_adamw,100000.0,133333.33333333334,10000.0,7952.559632062912,3622.057601928711,1.9922866821289062,4324.335209608078,843.5461502075195,1942.0,3480.7890594005585,8058.0,0.431966872598729,57600.24949678466
