,target setting steps,baseline steps,global step,total duration (s),total eval time (s),total logging & checkpointing_time (s),total submission time (s),submission time till eval 2 (s),num steps till eval 2,submission time since eval 2 (s),num steps since eval 2,equilibrium step time (s),projected max submission time (s)
fastmri_adamw,27142.0,36189.333333333336,2714.0,1140.7326662540436,286.35650420188904,1.7999389171600342,851.1671271324158,166.82454133033752,304.0,684.3425858020782,2410.0,0.2839595791709868,10356.808693074256
imagenet_resnet_adamw,140000.0,186666.66666666666,14000.0,6246.246742010117,1235.4936935901642,3.84303879737854,4998.353546142578,570.5793006420135,1428.0,4427.774245500565,12572.0,0.35219330619635414,65810.39774937971
imagenet_vit_adamw,140000.0,186666.66666666666,14000.0,7214.735929012299,1534.3217194080353,7.4243364334106445,5663.719955921173,487.0942919254303,1036.0,5176.625663995743,12964.0,0.3993077494597148,74610.85802929859
librispeech_conformer_adamw,100000.0,133333.33333333334,10000.0,8211.019429922104,221.68157315254211,1.1219336986541748,7983.415529251099,1451.0331654548645,1801.0,6532.382363796234,8199.0,0.7967291576773062,106246.67830945221
librispeech_deepspeech_adamw,60000.0,80000.0,8000.0,7497.446504831314,225.4530861377716,0.8664255142211914,7266.4074149131775,1473.648729801178,1583.0,5792.7586851119995,6417.0,0.9027206927087423,72262.29728994262
ogbg_adamw,60000.0,80000.0,6000.0,2838.9886934757233,817.5894513130188,1.1624915599822998,2018.425853729248,245.21889686584473,721.0,1773.2069568634033,5279.0,0.33589826801731454,26874.897687010525
wmt_adamw,100000.0,133333.33333333334,10000.0,9370.68479013443,4985.341482400894,1.9730076789855957,4379.084274291992,843.1898283958435,1917.0,3535.8944458961487,8083.0,0.4374482798337435,58331.038787120364
