global_step,grad_norm,loss,train/ssim,train/loss,validation/ssim,validation/loss,validation/num_examples,test/ssim,test/loss,test/num_examples,score,total_duration,preemption_count
0,4.516722,0.7831927,,,,,,,,,,,
1,,,0.2851436138153076,0.817488465990339,0.2790734801456105,0.8243834109673959,3554.0,0.302760554838034,0.8216393541870287,3581.0,63.7490131855011,63.87933969497681,0.0
100,0.109661445,0.28493962,,,,,,,,,,,
200,0.2601182,0.40572467,,,,,,,,,,,
300,0.45231542,0.31342041,,,,,,,,,,,
340,,,0.7023775918143136,0.3071700504847935,0.6820894068523143,0.326294151396314,3554.0,0.6995673372704901,0.3285711480731639,3581.0,143.66645193099976,349.72287130355835,0.0
400,0.66653985,0.29076406,,,,,,,,,,,
500,0.5826582,0.25075668,,,,,,,,,,,
582,,,0.6761344500950405,0.3075763157435826,0.6649716043982132,0.3250940566527152,3554.0,0.6796606383953505,0.327309641216228,3581.0,223.705635547638,434.92995715141296,0.0
600,0.13344255,0.26541674,,,,,,,,,,,
700,0.29325074,0.2645657,,,,,,,,,,,
800,0.34057245,0.2168294,,,,,,,,,,,
827,,,0.7169256891523089,0.2899331024714878,0.6967157246896103,0.308605840250422,3554.0,0.7147708691488062,0.3102600898732023,3581.0,303.5039629936218,519.4165453910828,0.0
900,0.3475459,0.2367978,,,,,,,,,,,
1000,0.3893367,0.28131133,,,,,,,,,,,
1100,0.42036125,0.34670278,,,,,,,,,,,
1107,,,0.6664366722106934,0.3091100965227399,0.6604746494926491,0.3255997519849993,3554.0,0.675411118904461,0.326884730173136,3581.0,383.3727121353149,610.2157356739044,0.0
1200,0.20931664,0.27236575,,,,,,,,,,,
1300,0.42732522,0.3155288,,,,,,,,,,,
1400,0.6167375,0.35540003,,,,,,,,,,,
1457,,,0.726780618940081,0.2819915328707014,0.7049620311181064,0.3009996301482484,3554.0,0.7227523790927813,0.3026507222362817,3581.0,463.1168048381805,696.2347021102905,0.0
1500,0.5200526,0.352429,,,,,,,,,,,
1600,0.63546693,0.2773595,,,,,,,,,,,
1700,0.36715487,0.3513277,,,,,,,,,,,
1800,0.7144604,0.44254777,,,,,,,,,,,
1807,,,0.5922911507742745,0.3651035853794643,0.5906338066483188,0.3802703531122502,3554.0,0.6113783030228986,0.3800599013783685,3581.0,542.8641293048859,780.6682703495026,0.0
1900,0.56400627,0.39983553,,,,,,,,,,,
2000,0.5478507,0.35837173,,,,,,,,,,,
2100,0.40562,0.29367852,,,,,,,,,,,
2153,,,0.6876327650887626,0.3123496941157749,0.672396048576428,0.3295673806142726,3554.0,0.6919890922795657,0.3295633230286582,3581.0,622.5526065826416,865.0328054428101,0.0
2200,0.6926615,0.34954515,,,,,,,,,,,
2300,0.6224105,0.31566024,,,,,,,,,,,
2400,0.6833651,0.36959946,,,,,,,,,,,
2500,0.6272494,0.27241725,,,,,,,,,,,
2506,,,0.6622591018676758,0.3254994664873396,0.6521819742060003,0.3421680319490363,3554.0,0.6714801207763195,0.3421049994218619,3581.0,702.2780568599701,949.4517045021056,0.0
2600,0.684295,0.39207798,,,,,,,,,,,
2700,0.35344112,0.43756115,,,,,,,,,,,
2714,,,0.6969885144914899,0.3312265872955322,0.6819864336399127,0.3452195493304199,3554.0,0.6969541940100531,0.3496237602755864,3581.0,748.6797821521759,1000.379953622818,0.0
2714,,,,,,,,,,,748.6797821521759,,0.0
