global_step,grad_norm,loss,train/ssim,train/loss,validation/ssim,validation/loss,validation/num_examples,test/ssim,test/loss,test/num_examples,score,total_duration,preemption_count
0,2.954431772232056,0.7772210240364075,,,,,,,,,,,
1,,,0.2415801456996373,0.8037490844726562,0.2333616000182453,0.8096762395804024,3554.0,0.2569894883859693,0.8089340197177813,3581.0,47.79495692253113,47.796865940094,0.0
1,2.885581016540528,0.8225511312484741,,,,,,,,,,,
2,2.7929370403289795,0.7901787161827087,,,,,,,,,,,
3,2.51855731010437,0.8222006559371948,,,,,,,,,,,
4,2.6876814365386963,0.764398992061615,,,,,,,,,,,
5,2.370781898498535,0.7194690704345703,,,,,,,,,,,
6,2.101123571395874,0.7373835444450378,,,,,,,,,,,
7,1.5917575359344482,0.6672461032867432,,,,,,,,,,,
8,1.375449299812317,0.6153701543807983,,,,,,,,,,,
9,0.9658805131912231,0.6272731423377991,,,,,,,,,,,
10,0.9507378935813904,0.5433427095413208,,,,,,,,,,,
11,1.0202521085739136,0.6002590656280518,,,,,,,,,,,
12,1.2654788494110107,0.5646346807479858,,,,,,,,,,,
13,1.4683963060379028,0.5058865547180176,,,,,,,,,,,
14,1.5256913900375366,0.5249651074409485,,,,,,,,,,,
15,1.4658153057098389,0.5325945615768433,,,,,,,,,,,
16,1.424923539161682,0.4872869849205017,,,,,,,,,,,
17,1.0246920585632324,0.4360710382461548,,,,,,,,,,,
18,0.7301850318908691,0.4468653500080108,,,,,,,,,,,
19,0.4839106798171997,0.4255382418632507,,,,,,,,,,,
20,0.4125517606735229,0.3988934457302093,,,,,,,,,,,
21,0.5596688985824585,0.3785795569419861,,,,,,,,,,,
22,0.7392250895500183,0.3997663259506225,,,,,,,,,,,
23,0.854451596736908,0.3651483356952667,,,,,,,,,,,
24,0.7998360991477966,0.3782702088356018,,,,,,,,,,,
25,0.8118072152137756,0.3756802678108215,,,,,,,,,,,
26,0.8560280799865723,0.3311209976673126,,,,,,,,,,,
27,0.7294468879699707,0.3472616672515869,,,,,,,,,,,
28,0.5391474962234497,0.2927680611610412,,,,,,,,,,,
29,0.3900371789932251,0.4309286475181579,,,,,,,,,,,
30,0.4483630061149597,0.4154194295406341,,,,,,,,,,,
31,0.4074507653713226,0.4418802857398987,,,,,,,,,,,
32,0.3438922762870788,0.3133552968502044,,,,,,,,,,,
33,0.4430942237377167,0.4682447016239166,,,,,,,,,,,
34,0.3049556910991668,0.4515540301799774,,,,,,,,,,,
35,0.3297391533851623,0.3488428592681885,,,,,,,,,,,
36,0.2466533780097961,0.3236110806465149,,,,,,,,,,,
37,0.1933200806379318,0.3464882671833038,,,,,,,,,,,
38,0.3922807574272156,0.3191266357898712,,,,,,,,,,,
39,0.1646766513586044,0.3829963207244873,,,,,,,,,,,
40,0.5604997873306274,0.2859479784965515,,,,,,,,,,,
41,0.2966720759868622,0.3164993822574615,,,,,,,,,,,
42,0.2268809229135513,0.363610029220581,,,,,,,,,,,
43,0.0956105887889862,0.3699674904346466,,,,,,,,,,,
44,0.1315135508775711,0.4577081203460693,,,,,,,,,,,
45,0.1335567384958267,0.3288231492042541,,,,,,,,,,,
46,0.1501661986112594,0.3704946637153625,,,,,,,,,,,
47,0.2237491458654403,0.3625950515270233,,,,,,,,,,,
48,0.259609967470169,0.4015519022941589,,,,,,,,,,,
49,0.1493556499481201,0.3218545019626617,,,,,,,,,,,
50,0.1241179481148719,0.3799512386322021,,,,,,,,,,,
51,0.1511621326208114,0.3345558643341064,,,,,,,,,,,
52,0.1116937547922134,0.36703822016716,,,,,,,,,,,
53,0.0995920002460479,0.3954338431358337,,,,,,,,,,,
54,0.0974829196929931,0.4069235324859619,,,,,,,,,,,
55,0.1660946160554886,0.376934289932251,,,,,,,,,,,
56,0.0808683186769485,0.3634185791015625,,,,,,,,,,,
57,0.0830736085772514,0.3831566572189331,,,,,,,,,,,
58,0.1103057488799095,0.2836439609527588,,,,,,,,,,,
59,0.0734066739678382,0.3150212168693542,,,,,,,,,,,
60,0.102256454527378,0.2875392735004425,,,,,,,,,,,
61,0.1888883411884308,0.3543955385684967,,,,,,,,,,,
62,0.1138888448476791,0.3117322027683258,,,,,,,,,,,
63,0.1175033152103424,0.3796060681343078,,,,,,,,,,,
64,0.0952681899070739,0.3450587689876556,,,,,,,,,,,
65,0.1079208105802536,0.3385155498981476,,,,,,,,,,,
66,0.1199232786893844,0.2841205596923828,,,,,,,,,,,
67,0.1017068699002265,0.2992815971374511,,,,,,,,,,,
68,0.1476044803857803,0.3771130442619324,,,,,,,,,,,
69,0.1092499047517776,0.3716230690479278,,,,,,,,,,,
70,0.0622344687581062,0.299814224243164,,,,,,,,,,,
71,0.1251715421676635,0.2766550779342651,,,,,,,,,,,
72,0.094548299908638,0.4188292622566223,,,,,,,,,,,
73,0.0581803396344184,0.3094325661659241,,,,,,,,,,,
74,0.185517355799675,0.4457465708255768,,,,,,,,,,,
75,0.1839237362146377,0.3073489665985107,,,,,,,,,,,
76,0.3168706595897674,0.2596917450428009,,,,,,,,,,,
77,0.1840999573469162,0.3709430694580078,,,,,,,,,,,
78,0.0881113186478614,0.2705386281013489,,,,,,,,,,,
79,0.1439655423164367,0.2656522989273071,,,,,,,,,,,
