global_step,grad_norm,loss,train/loss,validation/loss,validation/num_examples,test/loss,test/num_examples,score,total_duration,preemption_count
0,4.680261135101318,0.3392679691314697,,,,,,,,
1,,,0.339504778078148,0.3439924269662921,89000000.0,0.3419972460935349,89274637.0,153.09204363822937,153.09393405914307,0.0
1,4.669741153717041,0.3395461738109588,,,,,,,,
2,3.7273104190826416,0.2934563159942627,,,,,,,,
3,2.132490873336792,0.2255073636770248,,,,,,,,
4,0.8983617424964905,0.1782659739255905,,,,,,,,
5,0.1660757213830948,0.1625230312347412,,,,,,,,
6,0.4532296359539032,0.1699973493814468,,,,,,,,
7,0.7648400664329529,0.1846361458301544,,,,,,,,
8,0.9872549772262572,0.202020451426506,,,,,,,,
9,1.0867977142333984,0.2113038897514343,,,,,,,,
10,1.153429388999939,0.2191185057163238,,,,,,,,
11,1.058576226234436,0.2080577164888382,,,,,,,,
12,0.858394980430603,0.1871164441108703,,,,,,,,
13,0.5900434255599976,0.1699433773756027,,,,,,,,
14,0.2438153326511383,0.1570499092340469,,,,,,,,
15,0.1670239865779876,0.1532646119594574,,,,,,,,
16,0.4064289629459381,0.1567467898130417,,,,,,,,
17,0.5143351554870605,0.1619766056537628,,,,,,,,
18,0.5161465406417847,0.1602805703878402,,,,,,,,
19,0.4174180328845978,0.1553723216056823,,,,,,,,
20,0.2561722099781036,0.1490204930305481,,,,,,,,
21,0.0814623162150383,0.1452643573284149,,,,,,,,
22,0.1153639778494834,0.1457335352897644,,,,,,,,
23,0.2088399976491928,0.146462395787239,,,,,,,,
24,0.2444542795419693,0.145595446228981,,,,,,,,
25,0.2186660319566726,0.1437954008579254,,,,,,,,
26,0.1819474548101425,0.1456813514232635,,,,,,,,
27,0.0954366475343704,0.1437812447547912,,,,,,,,
28,0.0407847017049789,0.1428921371698379,,,,,,,,
29,0.0707194507122039,0.1402221620082855,,,,,,,,
30,0.0597887672483921,0.1447259485721588,,,,,,,,
31,0.0758233293890953,0.1417117416858673,,,,,,,,
32,0.0431012213230133,0.1429921090602874,,,,,,,,
33,0.029104646295309,0.1418714970350265,,,,,,,,
34,0.0339252464473247,0.1423124521970749,,,,,,,,
35,0.0411910824477672,0.1424113512039184,,,,,,,,
36,0.0373304188251495,0.1417309045791626,,,,,,,,
37,0.0262930039316415,0.1396399289369583,,,,,,,,
38,0.025966553017497,0.1404174715280532,,,,,,,,
39,0.0260264296084642,0.1423766314983368,,,,,,,,
40,0.0256655216217041,0.1430902630090713,,,,,,,,
41,0.0219348911195993,0.1420851647853851,,,,,,,,
42,0.0278217103332281,0.1394694447517395,,,,,,,,
43,0.0208778213709592,0.1413515210151672,,,,,,,,
44,0.0198092963546514,0.1390428841114044,,,,,,,,
45,0.0210806224495172,0.1395363956689834,,,,,,,,
46,0.0218918584287166,0.1402356922626495,,,,,,,,
47,0.0159004535526037,0.1391023993492126,,,,,,,,
