global_step,grad_norm,loss,train/accuracy,train/loss,train/bleu,validation/accuracy,validation/loss,validation/bleu,validation/num_examples,test/accuracy,test/loss,test/bleu,test/num_examples,score,total_duration,preemption_count
0,5.9704843,11.030696,,,,,,,,,,,,,,
1,,,0.0005706720403395,11.026650428771973,0.0,0.0004835649742744,11.061946868896484,0.0,3000.0,0.0007088489946909,11.06695556640625,0.0,3003.0,34.233872175216675,34.45603370666504,0.0
100,0.22843821,8.575866,,,,,,,,,,,,,,
200,0.7697896,7.9845095,,,,,,,,,,,,,,
300,0.8577803,7.5924606,,,,,,,,,,,,,,
400,0.3970482,7.22547,,,,,,,,,,,,,,
500,0.97170955,6.9156475,,,,,,,,,,,,,,
600,0.79776776,6.66099,,,,,,,,,,,,,,
700,0.8039341,6.4490566,,,,,,,,,,,,,,
800,1.0253075,6.250673,,,,,,,,,,,,,,
900,0.5760135,6.234161,,,,,,,,,,,,,,
1000,0.41940796,5.9603252,,,,,,,,,,,,,,
1100,0.46036032,5.7476006,,,,,,,,,,,,,,
1200,0.55923826,5.611481,,,,,,,,,,,,,,
1300,0.5034713,5.536345,,,,,,,,,,,,,,
1400,0.75091904,5.4474344,,,,,,,,,,,,,,
1500,0.32488543,7.036375,,,,,,,,,,,,,,
1600,0.36942068,6.4013815,,,,,,,,,,,,,,
1700,0.5200987,6.109841,,,,,,,,,,,,,,
1800,0.776204,6.7991533,,,,,,,,,,,,,,
1900,0.4538542,5.925225,,,,,,,,,,,,,,
2000,0.33461723,5.9021707,,,,,,,,,,,,,,
2100,0.4382936,5.6899786,,,,,,,,,,,,,,
2200,0.66942567,5.712596,,,,,,,,,,,,,,
2300,,,0.3556661009788513,4.303223609924316,7.828649764444679,0.3336970508098602,4.518587112426758,4.732924734426034,3000.0,0.3148567974567413,4.767424583435059,3.4027620633669504,3003.0,869.0758578777313,1814.9596292972565,0.0
2300,0.6776881,5.130285,,,,,,,,,,,,,,
2400,0.4108256,4.8447137,,,,,,,,,,,,,,
2500,0.41608405,4.7163553,,,,,,,,,,,,,,
2600,0.45679608,4.540833,,,,,,,,,,,,,,
2700,0.47552738,4.450342,,,,,,,,,,,,,,
