global_step,grad_norm,loss,train/loss,validation/loss,validation/num_examples,test/loss,test/num_examples,score,total_duration,preemption_count
0,6.941428184509277,0.8470248579978943,,,,,,,,
1,,,0.8470995231443157,0.8461043595505618,89000000.0,0.847177233551787,89274637.0,150.34635138511658,150.34844493865967,0.0
1,6.935260772705078,0.8470388650894165,,,,,,,,
2,6.472318172454834,0.7731077671051025,,,,,,,,
3,5.210630893707275,0.5976549386978149,,,,,,,,
4,3.4511730670928955,0.3962815701961517,,,,,,,,
5,2.004943370819092,0.2515042126178741,,,,,,,,
6,0.7002967596054077,0.1778136938810348,,,,,,,,
7,0.3242607712745666,0.1665717661380767,,,,,,,,
8,0.96414715051651,0.1963711678981781,,,,,,,,
9,1.4593889713287354,0.2496052980422973,,,,,,,,
10,1.827509880065918,0.30240398645401,,,,,,,,
11,2.0064589977264404,0.3282735347747803,,,,,,,,
12,2.0296921730041504,0.3281286954879761,,,,,,,,
13,1.7771790027618408,0.2862934470176697,,,,,,,,
14,1.322952389717102,0.2216741293668747,,,,,,,,
15,0.6520705223083496,0.1642308235168457,,,,,,,,
16,0.2928418219089508,0.148980051279068,,,,,,,,
17,0.99449360370636,0.1801080107688903,,,,,,,,
18,1.2291337251663208,0.1986883133649826,,,,,,,,
19,1.1046534776687622,0.1834215223789215,,,,,,,,
20,0.5387371182441711,0.1530635803937912,,,,,,,,
21,0.2572115659713745,0.1467849314212799,,,,,,,,
22,0.8108487129211426,0.1690894812345504,,,,,,,,
23,1.048964500427246,0.1866524517536163,,,,,,,,
24,1.0742840766906738,0.1917885988950729,,,,,,,,
25,0.8201987147331238,0.1700522750616073,,,,,,,,
26,0.3508500754833221,0.1468656808137893,,,,,,,,
27,0.2126060426235199,0.1435077786445617,,,,,,,,
28,0.6003111004829407,0.1567506641149521,,,,,,,,
29,0.7283771634101868,0.166019007563591,,,,,,,,
30,0.6598235964775085,0.164127916097641,,,,,,,,
31,0.4480887949466705,0.153672382235527,,,,,,,,
32,0.1419208198785781,0.1428006589412689,,,,,,,,
33,0.2095365226268768,0.1435476839542389,,,,,,,,
34,0.4649104475975036,0.1532752364873886,,,,,,,,
35,0.5379271507263184,0.1540364027023315,,,,,,,,
36,0.5032196640968323,0.1539319455623626,,,,,,,,
37,0.3504228591918945,0.1480753719806671,,,,,,,,
38,0.1148245483636856,0.1400785595178604,,,,,,,,
39,0.0983874797821044,0.1419317424297332,,,,,,,,
40,0.2321279644966125,0.1452980041503906,,,,,,,,
41,0.3009658753871918,0.146304577589035,,,,,,,,
42,0.2907808423042297,0.1469896137714386,,,,,,,,
43,0.2362608164548874,0.1429046094417572,,,,,,,,
44,0.1360968500375747,0.1397443115711212,,,,,,,,
45,0.0273134633898735,0.1400782167911529,,,,,,,,
46,0.1171846762299537,0.1413583755493164,,,,,,,,
47,0.1992911994457245,0.1426975280046463,,,,,,,,
48,0.2454639375209808,0.1459063291549682,,,,,,,,
49,0.2278113067150116,0.1442991644144058,,,,,,,,
50,0.166021466255188,0.1409574300050735,,,,,,,,
51,0.0875766351819038,0.1402116566896438,,,,,,,,
52,0.0289777070283889,0.136472463607788,,,,,,,,
53,0.0964812040328979,0.1373493820428848,,,,,,,,
54,0.1387100517749786,0.1404207944869995,,,,,,,,
55,0.157580628991127,0.1413818299770355,,,,,,,,
56,0.1530400812625885,0.1389714330434799,,,,,,,,
57,0.1048900634050369,0.1402692943811416,,,,,,,,
58,0.0521679483354091,0.1381262838840484,,,,,,,,
59,0.0338736698031425,0.1401165127754211,,,,,,,,
60,0.0909089669585228,0.1407619565725326,,,,,,,,
61,0.1307374536991119,0.1415073722600937,,,,,,,,
62,0.1317496448755264,0.1394163370132446,,,,,,,,
63,0.1091198921203613,0.1398578137159347,,,,,,,,
64,0.0578124783933162,0.1378503888845443,,,,,,,,
65,0.0123577890917658,0.1371196806430816,,,,,,,,
66,0.0584244616329669,0.1373369395732879,,,,,,,,
67,0.0945876166224479,0.1383033096790313,,,,,,,,
68,0.1069312617182731,0.1376049220561981,,,,,,,,
69,0.087038479745388,0.1391122341156005,,,,,,,,
