global_step,grad_norm,loss,train/accuracy,train/loss,train/bleu,validation/accuracy,validation/loss,validation/bleu,validation/num_examples,test/accuracy,test/loss,test/bleu,test/num_examples,score,total_duration,preemption_count
0,5.494716,11.066927,,,,,,,,,,,,,,
1,,,0.0006525621865876,11.036073684692385,0.0,0.0004835649742744,11.021673202514648,0.0,3000.0,0.0007088489946909,11.035765647888184,0.0,3003.0,28.997737169265747,29.20203709602356,0.0
100,0.16262196,9.059389,,,,,,,,,,,,,,
200,0.13324499,8.917146,,,,,,,,,,,,,,
300,0.14414959,8.813739,,,,,,,,,,,,,,
400,0.25228402,8.640533,,,,,,,,,,,,,,
500,0.4547704,8.446402,,,,,,,,,,,,,,
600,0.6178975,8.267616,,,,,,,,,,,,,,
700,0.56068105,8.138492,,,,,,,,,,,,,,
800,0.5965147,7.996344,,,,,,,,,,,,,,
900,0.6107343,7.915641,,,,,,,,,,,,,,
1000,0.7115596,7.8117423,,,,,,,,,,,,,,
1100,0.800447,7.7555857,,,,,,,,,,,,,,
1200,0.5243879,7.633832,,,,,,,,,,,,,,
1300,0.6842622,7.5827947,,,,,,,,,,,,,,
1400,0.62719417,7.500566,,,,,,,,,,,,,,
1500,0.7310376,7.403208,,,,,,,,,,,,,,
1600,0.8383029,7.3931646,,,,,,,,,,,,,,
1700,0.6522018,7.285607,,,,,,,,,,,,,,
1800,0.59276706,7.188121,,,,,,,,,,,,,,
1900,0.71856725,7.0705447,,,,,,,,,,,,,,
2000,0.6651298,7.1413684,,,,,,,,,,,,,,
2100,0.7241444,6.8815002,,,,,,,,,,,,,,
2200,0.64527625,6.8984838,,,,,,,,,,,,,,
2300,0.697167,6.90618,,,,,,,,,,,,,,
2314,,,0.3068881034851074,5.556504249572754,6.788609908567206,0.2845593988895416,5.833271503448486,3.6738598825363415,3000.0,0.2620533406734466,6.128880023956299,2.7703302990458947,3003.0,865.4626114368439,1794.0616705417633,0.0
2400,0.62723726,6.732183,,,,,,,,,,,,,,
2500,0.68293124,6.750791,,,,,,,,,,,,,,
2600,0.77829045,6.6528144,,,,,,,,,,,,,,
2700,0.6438303,6.571782,,,,,,,,,,,,,,
2800,0.66606194,6.597127,,,,,,,,,,,,,,
2900,0.60219854,6.609538,,,,,,,,,,,,,,
3000,0.65327764,6.450531,,,,,,,,,,,,,,
3100,0.5850865,6.3691006,,,,,,,,,,,,,,
3200,0.85131925,6.3018894,,,,,,,,,,,,,,
3300,0.60840356,6.271796,,,,,,,,,,,,,,
3400,0.66590416,6.222231,,,,,,,,,,,,,,
3500,0.7930571,6.1417747,,,,,,,,,,,,,,
3600,0.5538739,6.1574464,,,,,,,,,,,,,,
3700,0.6855069,6.022011,,,,,,,,,,,,,,
3800,0.78476954,5.9930706,,,,,,,,,,,,,,
3900,0.7777936,5.9136996,,,,,,,,,,,,,,
4000,0.6743269,5.961117,,,,,,,,,,,,,,
4100,0.8030263,5.890511,,,,,,,,,,,,,,
4200,0.5810943,5.7942247,,,,,,,,,,,,,,
4300,0.61851245,5.742082,,,,,,,,,,,,,,
4400,0.6175823,5.74651,,,,,,,,,,,,,,
4500,0.66468894,5.633306,,,,,,,,,,,,,,
4600,0.63602763,5.66834,,,,,,,,,,,,,,
4628,,,0.4577412605285644,3.88483476638794,16.890854943940315,0.4482027590274811,3.9847161769866943,12.715853348708489,3000.0,0.434838205575943,4.146467208862305,10.890841195152491,3003.0,1702.7146842479706,3445.8097217082977,0.0
4700,0.5648436,5.492884,,,,,,,,,,,,,,
4800,0.56756806,5.554479,,,,,,,,,,,,,,
4900,0.5697215,5.4515862,,,,,,,,,,,,,,
5000,0.5628578,5.469261,,,,,,,,,,,,,,
5100,0.58854216,5.4966254,,,,,,,,,,,,,,
5200,0.5760052,5.4284077,,,,,,,,,,,,,,
