global_step,grad_norm,loss,train/loss,validation/loss,validation/num_examples,test/loss,test/num_examples,score,total_duration,preemption_count
0,7.023392200469971,0.7875593900680542,,,,,,,,
1,,,0.7875576847348694,0.7850843146067416,89000000.0,0.7871806188357843,89274637.0,155.96500325202942,155.96689128875732,0.0
1,7.022036552429199,0.7875959873199463,,,,,,,,
2,6.865115165710449,0.7723643779754639,,,,,,,,
3,6.600307941436768,0.7463834285736084,,,,,,,,
4,6.25245475769043,0.71184903383255,,,,,,,,
5,5.8374104499816895,0.6707031726837158,,,,,,,,
6,5.401959419250488,0.624871015548706,,,,,,,,
7,4.996397018432617,0.5758094787597656,,,,,,,,
8,4.617854118347168,0.5247527360916138,,,,,,,,
9,4.200855731964111,0.4726810157299042,,,,,,,,
10,3.6558899879455566,0.4224921464920044,,,,,,,,
11,3.2128944396972656,0.3766587972640991,,,,,,,,
12,2.7739129066467285,0.3353315889835357,,,,,,,,
13,2.3965659141540527,0.2964288890361786,,,,,,,,
14,2.0441064834594727,0.2653364241123199,,,,,,,,
15,1.6972202062606812,0.236257255077362,,,,,,,,
16,1.3466949462890625,0.2115833461284637,,,,,,,,
17,1.0178172588348389,0.1939136683940887,,,,,,,,
18,0.7116318941116333,0.1792420148849487,,,,,,,,
19,0.4216640293598175,0.1695262938737869,,,,,,,,
20,0.1643796116113662,0.1671573519706726,,,,,,,,
21,0.1882433891296386,0.1638994812965393,,,,,,,,
22,0.3992325663566589,0.1701398640871048,,,,,,,,
23,0.5720329284667969,0.175483152270317,,,,,,,,
24,0.6898450255393982,0.1791052371263504,,,,,,,,
25,0.8019919395446777,0.1851469427347183,,,,,,,,
26,0.9142829775810242,0.1939376145601272,,,,,,,,
27,0.9907534718513488,0.2006843984127044,,,,,,,,
28,1.0338791608810425,0.2047949135303497,,,,,,,,
29,1.058836579322815,0.2060331255197525,,,,,,,,
30,1.1081874370574951,0.2123647183179855,,,,,,,,
31,1.096280574798584,0.2096428424119949,,,,,,,,
32,1.0979584455490112,0.2100604772567749,,,,,,,,
33,1.085578203201294,0.2082335799932479,,,,,,,,
34,1.0547926425933838,0.2053114920854568,,,,,,,,
35,1.0161099433898926,0.2014502137899398,,,,,,,,
36,0.9571983814239502,0.1947212517261505,,,,,,,,
37,0.8944379091262817,0.1885892450809478,,,,,,,,
38,0.8213386535644531,0.1822656989097595,,,,,,,,
39,0.7375879287719727,0.176609456539154,,,,,,,,
40,0.6144726276397705,0.1653899997472763,,,,,,,,
41,0.5249549150466919,0.1615788042545318,,,,,,,,
42,0.4305419623851776,0.1579303741455078,,,,,,,,
43,0.3324417173862457,0.1565163731575012,,,,,,,,
44,0.2072340846061706,0.1522159278392791,,,,,,,,
45,0.0873891338706016,0.1474566906690597,,,,,,,,
46,0.0902543440461158,0.1492245942354202,,,,,,,,
47,0.1657018214464187,0.1466354876756668,,,,,,,,
48,0.1908871382474899,0.1483954787254333,,,,,,,,
49,0.2164796441793441,0.1459729224443435,,,,,,,,
50,0.2026637643575668,0.1440077871084213,,,,,,,,
51,0.1521954238414764,0.1441744416952133,,,,,,,,
52,0.0896429345011711,0.1439618170261383,,,,,,,,
53,0.0394359529018402,0.1421838104724884,,,,,,,,
54,0.0554595664143562,0.1413259506225586,,,,,,,,
55,0.1035819202661514,0.1421254426240921,,,,,,,,
56,0.1195364296436309,0.1413871943950653,,,,,,,,
57,0.1267445385456085,0.1429641842842102,,,,,,,,
58,0.096065804362297,0.1411026567220688,,,,,,,,
59,0.0575729459524154,0.1396977454423904,,,,,,,,
60,0.0409637913107872,0.1410833597183227,,,,,,,,
61,0.0331492647528648,0.1393329948186874,,,,,,,,
62,0.0345600917935371,0.1405224949121475,,,,,,,,
63,0.037216268479824,0.1410927027463913,,,,,,,,
64,0.0357606261968612,0.1405707895755767,,,,,,,,
65,0.0392894260585308,0.1377727687358856,,,,,,,,
66,0.0288597829639911,0.1399590671062469,,,,,,,,
67,0.0328696258366107,0.1402231454849243,,,,,,,,
68,0.0294117182493209,0.1404252648353576,,,,,,,,
69,0.0248511265963315,0.1384256780147552,,,,,,,,
70,0.0232938565313816,0.1407390981912613,,,,,,,,
71,0.0314387679100036,0.1366612166166305,,,,,,,,
72,0.0186315793544054,0.1381791234016418,,,,,,,,
73,0.0178279336541891,0.136658102273941,,,,,,,,
74,0.0165460091084241,0.1382012516260147,,,,,,,,
75,0.0160802528262138,0.1391701400279998,,,,,,,,
76,0.0136529570445418,0.1398580372333526,,,,,,,,
77,0.0293166227638721,0.1358455270528793,,,,,,,,
78,0.0138223655521869,0.1374335289001464,,,,,,,,
79,0.0113254413008689,0.1372887790203094,,,,,,,,
80,0.0165773015469312,0.1389711499214172,,,,,,,,
81,0.0272676050662994,0.1354392319917678,,,,,,,,
82,0.0121894022449851,0.1363009065389633,,,,,,,,
83,0.0097626019269227,0.1352940499782562,,,,,,,,
84,0.0283542294055223,0.1384462863206863,,,,,,,,
85,0.0150040090084075,0.137396439909935,,,,,,,,
86,0.0141075169667601,0.1365774869918823,,,,,,,,
87,0.0151250939816236,0.1373342871665954,,,,,,,,
88,0.01115841884166,0.1364293843507766,,,,,,,,
89,0.0123863723129034,0.1363300085067749,,,,,,,,
90,0.0128806727007031,0.1375785917043686,,,,,,,,
91,0.0361540392041206,0.1331423223018646,,,,,,,,
92,0.0505204573273658,0.1347613334655761,,,,,,,,
93,0.0265888012945652,0.1338733583688736,,,,,,,,
