global_step,grad_norm,loss,train/ssim,train/loss,validation/ssim,validation/loss,validation/num_examples,test/ssim,test/loss,test/num_examples,score,total_duration,preemption_count
0,5.790983,1.2057263,,,,,,,,,,,
1,,,0.171499456678118,1.1992361886160714,0.164992161258661,1.1959920270294035,3554.0,0.1880282668619973,1.1930955313198128,3581.0,64.4638421535492,64.5923810005188,0.0
100,0.25620306,0.34566417,,,,,,,,,,,
200,0.2011241,0.36500722,,,,,,,,,,,
300,0.3681792,0.35484076,,,,,,,,,,,
332,,,0.7016995974949428,0.3070320401872907,0.6802226309703855,0.3239326713188484,3554.0,0.6984961455642628,0.3256045088226054,3581.0,144.2192418575287,353.64811992645264,0.0
400,0.49067494,0.3734796,,,,,,,,,,,
500,0.5057056,0.31193203,,,,,,,,,,,
570,,,0.7139105796813965,0.2946040630340576,0.6945511576964336,0.3104369292852243,3554.0,0.711885155595504,0.3123422732935109,3581.0,224.22644782066345,438.8873212337494,0.0
600,0.2437973,0.31656897,,,,,,,,,,,
700,0.3306365,0.29305875,,,,,,,,,,,
800,0.14017984,0.25028905,,,,,,,,,,,
809,,,0.7240830148969378,0.2876413549695696,0.7031299460115363,0.3035639310460045,3554.0,0.7203220856386136,0.3057974501383168,3581.0,304.01383996009827,523.4749689102173,0.0
900,0.29748622,0.30661088,,,,,,,,,,,
1000,0.4668584,0.31343102,,,,,,,,,,,
1082,,,0.7277802739824567,0.2848462717873709,0.7066135868036015,0.3010563718917065,3554.0,0.7237287370627967,0.3031077444869624,3581.0,383.7675597667694,611.7771246433258,0.0
1100,0.25985697,0.22511263,,,,,,,,,,,
1200,0.12286897,0.2822031,,,,,,,,,,,
1300,0.39412346,0.29787678,,,,,,,,,,,
1400,0.32393077,0.26780757,,,,,,,,,,,
1430,,,0.7315491948808942,0.2818292209080287,0.7103291405810355,0.2980414000400077,3554.0,0.7274328432613096,0.2999807537284453,3581.0,463.6284716129303,696.9474081993103,0.0
1500,0.16181552,0.31314254,,,,,,,,,,,
1600,0.23084311,0.20476891,,,,,,,,,,,
1700,0.11207684,0.38313112,,,,,,,,,,,
1778,,,0.7267609323774066,0.2864960942949567,0.7061964044694359,0.302717991336786,3554.0,0.7231066932028414,0.3045604527912071,3581.0,543.39799284935,781.5366687774658,0.0
1800,0.2816652,0.25478792,,,,,,,,,,,
1900,0.19375998,0.26873007,,,,,,,,,,,
2000,0.31336236,0.23937213,,,,,,,,,,,
2100,0.15177564,0.26833576,,,,,,,,,,,
2125,,,0.7381272997174945,0.2774878229413713,0.7169212122344542,0.2941051304977666,3554.0,0.7338070884093131,0.2959646711266929,3581.0,623.1614253520966,866.0780947208405,0.0
2200,0.58478147,0.2452594,,,,,,,,,,,
2300,0.06398829,0.3086117,,,,,,,,,,,
2400,0.17019257,0.26891667,,,,,,,,,,,
2474,,,0.7387537275041852,0.2757133756365095,0.7175915341868317,0.2923815828665764,3554.0,0.7346547970189891,0.2940741663903239,3581.0,702.9109053611755,950.6102015972136,0.0
2500,0.29187086,0.22256571,,,,,,,,,,,
2600,0.12416932,0.31140578,,,,,,,,,,,
2700,0.07025564,0.25626045,,,,,,,,,,,
2714,,,0.7396608761378697,0.275070207459586,0.7178830053944499,0.2918336403524198,3554.0,0.7349524563233035,0.2934940852655508,3581.0,756.856752872467,1009.2284967899324,0.0
2714,,,,,,,,,,,756.856752872467,,0.0
