global_step,grad_norm,loss,train/accuracy,train/loss,train/mean_average_precision,validation/accuracy,validation/loss,validation/mean_average_precision,validation/num_examples,test/accuracy,test/loss,test/mean_average_precision,test/num_examples,score,total_duration,preemption_count
0,3.3233747,0.7680477,,,,,,,,,,,,,,
1,,,0.4714087247848511,0.7688907980918884,0.0251899264030837,0.471857339143753,0.7654543519020081,0.0288512787791532,43793.0,0.4718925952911377,0.7646992206573486,0.0297315423894773,43793.0,18.27334237098694,18.347692251205444,0.0
100,0.06509798,0.088611186,,,,,,,,,,,,,,
200,0.015475021,0.05683911,,,,,,,,,,,,,,
300,0.014870329,0.059562847,,,,,,,,,,,,,,
400,0.010719377,0.05284376,,,,,,,,,,,,,,
500,0.0101137515,0.05405752,,,,,,,,,,,,,,
600,0.012384682,0.051279064,,,,,,,,,,,,,,
700,0.010984881,0.057388805,,,,,,,,,,,,,,
800,0.0077706645,0.0545394,,,,,,,,,,,,,,
900,0.019800551,0.05368277,,,,,,,,,,,,,,
1000,0.01731145,0.049811646,,,,,,,,,,,,,,
1093,,,0.9867286086082458,0.0548453480005264,0.0325406731044418,0.9841179251670836,0.0650359988212585,0.0365241412611993,43793.0,0.983142077922821,0.0684044808149337,0.0381301089721627,43793.0,257.36085295677185,472.5526449680328,0.0
1100,0.038902797,0.050525997,,,,,,,,,,,,,,
1200,0.029944304,0.053424787,,,,,,,,,,,,,,
1300,0.055896014,0.05411054,,,,,,,,,,,,,,
1400,0.04767395,0.054049343,,,,,,,,,,,,,,
1500,0.048199836,0.057101034,,,,,,,,,,,,,,
1600,0.054575335,0.052266967,,,,,,,,,,,,,,
1700,0.028349172,0.053250406,,,,,,,,,,,,,,
1800,0.06141215,0.057017926,,,,,,,,,,,,,,
1900,0.04378032,0.052390166,,,,,,,,,,,,,,
2000,0.039335616,0.05514865,,,,,,,,,,,,,,
2100,0.024452848,0.050698802,,,,,,,,,,,,,,
2190,,,0.9867268204689026,0.0513493344187736,0.0619391900013543,0.984148383140564,0.0606903731822967,0.0559739347797239,43793.0,0.9831804037094116,0.0639081224799156,0.0576531086006103,43793.0,496.5440003871918,789.9639458656311,0.0
2200,0.0436108,0.046914365,,,,,,,,,,,,,,
2300,0.08590068,0.055090614,,,,,,,,,,,,,,
2400,0.046383336,0.049272038,,,,,,,,,,,,,,
2500,0.030926395,0.05154322,,,,,,,,,,,,,,
2600,0.059192404,0.0529753,,,,,,,,,,,,,,
2700,0.028002288,0.049714934,,,,,,,,,,,,,,
2800,0.059636112,0.053211525,,,,,,,,,,,,,,
2900,0.093983725,0.049506724,,,,,,,,,,,,,,
3000,0.04858461,0.052520037,,,,,,,,,,,,,,
3100,0.14737496,0.0486584,,,,,,,,,,,,,,
3200,0.06048244,0.051598463,,,,,,,,,,,,,,
3267,,,0.9869576096534728,0.0486123375594615,0.0937664117656673,0.9842214584350586,0.0588520094752311,0.0882815317561228,43793.0,0.9832250475883484,0.0621401742100715,0.0879339152505477,43793.0,735.6821956634521,1108.8469622135162,0.0
3300,0.052475855,0.052562576,,,,,,,,,,,,,,
3400,0.049833056,0.04885539,,,,,,,,,,,,,,
3500,0.114161104,0.05170874,,,,,,,,,,,,,,
3600,0.08426149,0.05344828,,,,,,,,,,,,,,
3700,0.047207456,0.048725016,,,,,,,,,,,,,,
3800,0.0939541,0.0514227,,,,,,,,,,,,,,
3900,0.047869544,0.04444682,,,,,,,,,,,,,,
4000,0.039276063,0.049629677,,,,,,,,,,,,,,
4100,0.040331762,0.046815034,,,,,,,,,,,,,,
4200,0.08057921,0.048077222,,,,,,,,,,,,,,
4300,0.070723936,0.044755217,,,,,,,,,,,,,,
4347,,,0.9875346422195436,0.0453747287392616,0.1223899723780934,0.9848214387893676,0.0541791804134845,0.1149660057957302,43793.0,0.9838227033615112,0.0569522567093372,0.117526125624985,43793.0,974.7134199142456,1426.7431144714355,0.0
4400,0.07481479,0.04762757,,,,,,,,,,,,,,
4500,0.041647103,0.044565577,,,,,,,,,,,,,,
4600,0.092853375,0.04719963,,,,,,,,,,,,,,
4700,0.14665416,0.057261925,,,,,,,,,,,,,,
4800,0.050188255,0.046895787,,,,,,,,,,,,,,
4900,0.05435944,0.046772286,,,,,,,,,,,,,,
5000,0.04758233,0.04468892,,,,,,,,,,,,,,
5100,0.08725512,0.0476437,,,,,,,,,,,,,,
5200,0.052818473,0.047420047,,,,,,,,,,,,,,
5300,0.039225932,0.04400762,,,,,,,,,,,,,,
5400,0.10675073,0.04681434,,,,,,,,,,,,,,
5435,,,0.9876285791397096,0.0438158921897411,0.1509402895507643,0.9848636388778688,0.0534964054822921,0.1396385895088339,43793.0,0.9838610291481018,0.0565555617213249,0.141915352096616,43793.0,1213.8151149749756,1747.585909128189,0.0
5500,0.05774831,0.04505078,,,,,,,,,,,,,,
5600,0.12978625,0.049742103,,,,,,,,,,,,,,
5700,0.08685768,0.04872844,,,,,,,,,,,,,,
5800,0.049194448,0.045037445,,,,,,,,,,,,,,
5900,0.03499884,0.044394437,,,,,,,,,,,,,,
6000,,,0.9878443479537964,0.0425627008080482,0.1667850598218417,0.9850950241088868,0.0524957478046417,0.1491048927602397,43793.0,0.9841259717941284,0.0557058751583099,0.1509050754473284,43793.0,1337.043033361435,1949.8509285449984,0.0
6000,,,,,,,,,,,,,,1337.043033361435,,0.0
