global_step,grad_norm,loss,train/ssim,train/loss,validation/ssim,validation/loss,validation/num_examples,test/ssim,test/loss,test/num_examples,score,total_duration,preemption_count
0,3.55572772026062,0.981741189956665,,,,,,,,,,,
1,,,0.2054400954927717,1.008274418967111,0.1999599476107467,1.0065798440137872,3554.0,0.223050754252042,1.0047498680099831,3581.0,49.20093870162964,49.202911376953125,0.0
1,3.954083681106568,0.9948217272758484,,,,,,,,,,,
2,3.524115085601806,0.9865004420280457,,,,,,,,,,,
3,3.5789103507995605,1.0043189525604248,,,,,,,,,,,
4,3.644137382507324,0.9765750169754028,,,,,,,,,,,
5,3.433053731918335,0.9861940741539,,,,,,,,,,,
6,3.378486156463623,0.9989395141601562,,,,,,,,,,,
7,3.1457390785217285,0.9708879590034484,,,,,,,,,,,
8,3.5292861461639404,0.9984764456748962,,,,,,,,,,,
9,3.343695640563965,0.9949036836624146,,,,,,,,,,,
10,3.379054307937622,0.915920913219452,,,,,,,,,,,
11,3.252149105072021,0.958362340927124,,,,,,,,,,,
12,3.2494137287139893,0.9436230063438416,,,,,,,,,,,
13,3.2416582107543945,0.9906903505325316,,,,,,,,,,,
14,3.2568724155426025,0.8853687644004822,,,,,,,,,,,
15,3.104133129119873,0.8987842202186584,,,,,,,,,,,
16,3.223417043685913,0.887972354888916,,,,,,,,,,,
17,3.096025228500366,0.8780304193496704,,,,,,,,,,,
18,3.1609866619110107,0.872101902961731,,,,,,,,,,,
19,2.852081298828125,0.8211121559143066,,,,,,,,,,,
20,2.8293612003326416,0.8057917356491089,,,,,,,,,,,
21,2.864253282546997,0.810143232345581,,,,,,,,,,,
22,2.866707563400269,0.7777048945426941,,,,,,,,,,,
23,2.695270299911499,0.751592755317688,,,,,,,,,,,
24,2.154151439666748,0.8120522499084473,,,,,,,,,,,
25,2.2999000549316406,0.796919047832489,,,,,,,,,,,
26,2.307695150375366,0.7337101101875305,,,,,,,,,,,
27,2.101698160171509,0.7275723814964294,,,,,,,,,,,
28,2.374058246612549,0.7128234505653381,,,,,,,,,,,
29,2.132298707962036,0.7133097648620605,,,,,,,,,,,
30,1.7897528409957886,0.6832643747329712,,,,,,,,,,,
31,1.63813579082489,0.6707327961921692,,,,,,,,,,,
32,1.6928305625915527,0.7035316824913025,,,,,,,,,,,
33,1.6237684488296509,0.6753535270690918,,,,,,,,,,,
34,1.4621471166610718,0.6509485244750977,,,,,,,,,,,
35,1.316002607345581,0.7218445539474487,,,,,,,,,,,
36,1.425945281982422,0.6366226077079773,,,,,,,,,,,
37,1.4733456373214722,0.5722301006317139,,,,,,,,,,,
38,1.2409038543701172,0.6053956747055054,,,,,,,,,,,
39,1.3099188804626465,0.5728248953819275,,,,,,,,,,,
40,1.2597439289093018,0.5910013914108276,,,,,,,,,,,
41,1.1952859163284302,0.5583094358444214,,,,,,,,,,,
42,1.0313427448272705,0.6014254093170166,,,,,,,,,,,
43,1.114080786705017,0.5527603626251221,,,,,,,,,,,
44,1.0950363874435425,0.6099830269813538,,,,,,,,,,,
45,1.1131333112716677,0.5164987444877625,,,,,,,,,,,
46,1.0601658821105957,0.5696077346801758,,,,,,,,,,,
47,1.076842188835144,0.5146493911743164,,,,,,,,,,,
48,1.020839810371399,0.5544740557670593,,,,,,,,,,,
49,0.8982622623443604,0.6179564595222473,,,,,,,,,,,
50,0.8019653558731079,0.6023663282394409,,,,,,,,,,,
51,0.950926959514618,0.5332769751548767,,,,,,,,,,,
52,0.9086910486221312,0.5382448434829712,,,,,,,,,,,
53,0.8882925510406494,0.5899187922477722,,,,,,,,,,,
54,1.0540183782577517,0.5187379121780396,,,,,,,,,,,
