global_step,grad_norm,loss,train/accuracy,train/loss,train/mean_average_precision,validation/accuracy,validation/loss,validation/mean_average_precision,validation/num_examples,test/accuracy,test/loss,test/mean_average_precision,test/num_examples,score,total_duration,preemption_count
0,2.2961872,0.6897734,,,,,,,,,,,,,,
1,,,0.5317080616950989,0.6891660690307617,0.0217222511487114,0.5377244353294373,0.690660297870636,0.0243336638006198,43793.0,0.5383701920509338,0.6907147765159607,0.0270190497594195,43793.0,19.27775812149048,19.353800535202023,0.0
100,0.39446262,0.3467779,,,,,,,,,,,,,,
200,0.26034868,0.2027257,,,,,,,,,,,,,,
300,0.120449975,0.112927474,,,,,,,,,,,,,,
400,0.05979495,0.07983379,,,,,,,,,,,,,,
500,0.049264938,0.06053352,,,,,,,,,,,,,,
600,0.13257305,0.05835058,,,,,,,,,,,,,,
700,0.022470716,0.050302524,,,,,,,,,,,,,,
800,0.032370225,0.05410791,,,,,,,,,,,,,,
900,0.030908322,0.053312127,,,,,,,,,,,,,,
1000,0.014940559,0.055570684,,,,,,,,,,,,,,
1075,,,0.9867675304412842,0.051333051174879,0.0636281747812992,0.9842023849487304,0.0616300925612449,0.0600533115443456,43793.0,0.9832128286361694,0.0649687498807907,0.0613619509902134,43793.0,258.3377101421356,477.8493835926056,0.0
1100,0.03612471,0.054896235,,,,,,,,,,,,,,
1200,0.018338187,0.05343949,,,,,,,,,,,,,,
1300,0.019313842,0.05502724,,,,,,,,,,,,,,
1400,0.022331165,0.04675665,,,,,,,,,,,,,,
1500,0.01661502,0.049702913,,,,,,,,,,,,,,
1600,0.021506898,0.051659554,,,,,,,,,,,,,,
1700,0.037237953,0.049693774,,,,,,,,,,,,,,
1800,0.07179604,0.048611958,,,,,,,,,,,,,,
1900,0.017621435,0.04920638,,,,,,,,,,,,,,
2000,0.018222278,0.05214546,,,,,,,,,,,,,,
2100,0.03590996,0.04874676,,,,,,,,,,,,,,
2151,,,0.987317442893982,0.0466321557760238,0.113584432519836,0.9844881296157836,0.0560197345912456,0.1121518690321897,43793.0,0.9834731221199036,0.0592490062117576,0.110433652809289,43793.0,497.4159414768219,795.1008050441742,0.0
2200,0.053312056,0.051406283,,,,,,,,,,,,,,
2300,0.016765894,0.04946154,,,,,,,,,,,,,,
2400,0.017864311,0.04700827,,,,,,,,,,,,,,
2500,0.016170746,0.047392424,,,,,,,,,,,,,,
2600,0.012262158,0.04795075,,,,,,,,,,,,,,
2700,0.013471805,0.047272626,,,,,,,,,,,,,,
2800,0.018371139,0.047649458,,,,,,,,,,,,,,
2900,0.020658538,0.049957577,,,,,,,,,,,,,,
3000,0.017118454,0.045805547,,,,,,,,,,,,,,
3100,0.0161216,0.045519877,,,,,,,,,,,,,,
3200,0.027095852,0.04484782,,,,,,,,,,,,,,
3236,,,0.987640142440796,0.0444632917642593,0.1391966284354277,0.9849342703819276,0.0534577555954456,0.1271723597434633,43793.0,0.9839621186256408,0.0563186146318912,0.1238646508580198,43793.0,736.3785395622253,1112.3352212905884,0.0
3300,0.017431226,0.045029446,,,,,,,,,,,,,,
3400,0.031346694,0.046133634,,,,,,,,,,,,,,
3500,0.017675072,0.049617577,,,,,,,,,,,,,,
3600,0.014977223,0.044479694,,,,,,,,,,,,,,
3700,0.012331733,0.04980375,,,,,,,,,,,,,,
3800,0.015328389,0.04349256,,,,,,,,,,,,,,
3900,0.010228032,0.043497473,,,,,,,,,,,,,,
4000,0.009217259,0.04308104,,,,,,,,,,,,,,
4100,0.021482188,0.04363108,,,,,,,,,,,,,,
4200,0.013883519,0.04892369,,,,,,,,,,,,,,
4300,0.012558675,0.047781967,,,,,,,,,,,,,,
4316,,,0.9878405928611756,0.0431208275258541,0.1670217004771286,0.9850853085517884,0.0518937110900878,0.148120752105618,43793.0,0.984192967414856,0.054418958723545,0.1496414326169189,43793.0,975.4273698329926,1429.4034521579742,0.0
4400,0.012181896,0.045039892,,,,,,,,,,,,,,
4500,0.012319055,0.042080157,,,,,,,,,,,,,,
4600,0.012358101,0.04515008,,,,,,,,,,,,,,
4700,0.011689323,0.042779062,,,,,,,,,,,,,,
4800,0.009119729,0.040117063,,,,,,,,,,,,,,
4900,0.009203533,0.043190956,,,,,,,,,,,,,,
5000,0.010059667,0.042986516,,,,,,,,,,,,,,
5100,0.012741241,0.042749114,,,,,,,,,,,,,,
5200,0.008836857,0.04476089,,,,,,,,,,,,,,
5300,0.013356759,0.03966024,,,,,,,,,,,,,,
5400,0.009335877,0.042386424,,,,,,,,,,,,,,
5418,,,0.9885454773902892,0.0398637950420379,0.2096892659869312,0.985526978969574,0.0500646457076072,0.1775537238445247,43793.0,0.9846112132072448,0.0529387481510639,0.1735762954950241,43793.0,1214.4353189468384,1747.0817897319794,0.0
5500,0.011599979,0.038748063,,,,,,,,,,,,,,
5600,0.011221387,0.043214876,,,,,,,,,,,,,,
5700,0.011248317,0.040771555,,,,,,,,,,,,,,
5800,0.01068257,0.045073666,,,,,,,,,,,,,,
5900,0.01072313,0.042202964,,,,,,,,,,,,,,
6000,,,0.9887275099754332,0.0386736840009689,0.233064981314629,0.9857250452041626,0.0486376360058784,0.1894393003786495,43793.0,0.9848592877388,0.0513913743197917,0.1948770610522291,43793.0,1340.4748487472534,1949.4636585712435,0.0
6000,,,,,,,,,,,,,,1340.4748487472534,,0.0
