,criteo1tb,fastmri,imagenet_resnet,imagenet_vit,librispeech_conformer,librispeech_deepspeech,ogbg,wmt
adamw,0.2375467674557597,2.6891828843839223,2.8006590434624568,2.312310494320958,1.2221666379382652,0.8273979339549653,3.077769607871215,1.4012086259316825
momentum,0.23747642000676916,2.685140844589453,2.811408927181191,2.3050659641664786,1.1886710453573308,0.8268244049489337,3.0499440226464456,1.4526361777674264
nadamw,0.23133433341213594,2.685004382188355,2.8070257241724357,2.287630113797521,1.236601031891103,0.8187630618148787,3.0406964057643826,
nesterov,0.23247337179602423,2.715079540696035,,2.2548506762674987,1.207769841248794,0.8174450677569287,3.0771583161371576,1.45553809099678
